path,title,draft,date,section,folder,categories,tags,permalink,live_status,aliases
content/clubhouse/會所工作日誌/19身心狀態留下的痕跡/index.md,會所工作日誌19_身心狀態留下的痕跡,False,2026-07-23,clubhouse,會所工作日誌,助人工作,會所模式 | 會所工作日誌,https://listenriver.com/clubhouse/會所工作日誌/19身心狀態留下的痕跡/,200,
content/clubhouse/會所工作手冊/01慾望、驅力、動力/index.md,會所工作手冊01_慾望、驅力、動力,False,2023-03-25 12:07:47+08:00,clubhouse,會所工作手冊,助人工作,會所工作手冊 | 會所模式,https://listenriver.com/clubhouse/會所工作手冊/01慾望驅力動力/,200,
content/clubhouse/會所工作手冊/02為自己做決定即是成為自己/index.md,會所工作手冊02_為自己做決定即是成為自己,False,2023-05-27 12:07:47+08:00,clubhouse,會所工作手冊,助人工作,會所工作手冊 | 會所模式 | 成為一個人,https://listenriver.com/clubhouse/會所工作手冊/02為自己做決定即是成為自己/,200,
content/clubhouse/會所工作手冊/03負面教材/index.md,會所工作手冊03_負面教材,True,2026-04-25,clubhouse,會所工作手冊,助人工作,會所工作手冊 | 會所模式,https://listenriver.com/clubhouse/會所工作手冊/03負面教材/,draft,
content/clubhouse/會所工作手冊/04以靜制動/index.md,會所工作手冊04_以靜制動,False,2026-05-23,clubhouse,會所工作手冊,助人工作,會所工作手冊 | 會所模式,https://listenriver.com/clubhouse/會所工作手冊/04以靜制動/,200,
content/clubhouse/會所工作手冊/05忍不住、氣不過、沉住氣/index.md,會所工作手冊05_沉住氣的重要,False,2026-08-19,clubhouse,會所工作手冊,助人工作,會所工作手冊 | 會所模式,https://listenriver.com/clubhouse/會所工作手冊/05忍不住氣不過沉住氣/,200,
content/clubhouse/會所實習/01初入會所的觀察/index.md,會所實習01_初入會所的觀察,False,2023-03-14 12:07:47+08:00,clubhouse,會所實習,助人工作,會所實習 | 會所模式,https://listenriver.com/clubhouse/會所實習/01初入會所的觀察/,200,
content/clubhouse/會所實習/02幻聽與疼痛是不可見的受苦/index.md,會所實習02_幻聽與疼痛是不可見的受苦,False,2023-05-16 12:07:47+08:00,clubhouse,會所實習,助人工作,會所實習 | 會所模式,https://listenriver.com/clubhouse/會所實習/02幻聽與疼痛是不可見的受苦/,200,
content/clubhouse/會所實習/03期中實習結束/index.md,會所實習03_期中實習結束,False,2023-07-05 12:07:47+08:00,clubhouse,會所實習,助人工作,會所實習 | 會所模式,https://listenriver.com/clubhouse/會所實習/03期中實習結束/,200,
content/clubhouse/會所實習/04承認無知、真誠表達與夥伴關係/index.md,會所實習04_承認無知、真誠表達與夥伴關係,False,2023-07-14 12:07:47+08:00,clubhouse,會所實習,助人工作,會所模式 | 會所實習,https://listenriver.com/clubhouse/會所實習/04承認無知真誠表達與夥伴關係/,200,
content/clubhouse/會所實習/05與會員H訂計畫/index.md,會所實習05_與會員H訂計畫,False,2023-07-16 12:07:47+08:00,clubhouse,會所實習,助人工作,會所實習 | 會所模式,https://listenriver.com/clubhouse/會所實習/05與會員h訂計畫/,200,
content/clubhouse/會所實習/06如實/index.md,會所實習06_如實,False,2023-07-24 12:07:47+08:00,clubhouse,會所實習,助人工作,會所實習 | 會所模式 | 成為一個人,https://listenriver.com/clubhouse/會所實習/06如實/,200,
content/clubhouse/會所實習/07實習總報告/index.md,會所實習07_實習總報告,False,2023-09-01 12:07:47+08:00,clubhouse,會所實習,助人工作,會所實習 | 會所模式,https://listenriver.com/clubhouse/會所實習/07實習總報告/,200,
content/blog/電影心得/AV帝王/index.md,《AV帝王》：一個自我實現的故事,False,2021-07-20 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 電影,https://listenriver.com/blog/電影心得/av帝王/,200,
content/blog/電影心得/你我的解放相同/index.md,《令人討厭的松子的一生》＆《綠洲》｜電影心得,False,2022-09-04 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 電影,https://listenriver.com/blog/電影心得/你我的解放相同/,200,/blog/電影心得/令人討厭的松子的一生綠洲/
content/blog/電影心得/創傷的智慧/index.md,《創傷的智慧The Wisdom of Trauma》,False,2021-07-30 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 創傷知情 | 電影,https://listenriver.com/blog/電影心得/創傷的智慧/,200,
content/blog/電影心得/千年女優/index.md,《千年女優》,False,2020-08-23 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 電影,https://listenriver.com/blog/電影心得/千年女優/,200,/blog/電影心得/千年女優觀後感/
content/blog/電影心得/午夜福音E1/index.md,《午夜福音》E1：純粹的意識,False,2022-05-30 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 午夜福音 | 正念的河流 | 電影,https://listenriver.com/blog/電影心得/午夜福音e1/,200,
content/blog/電影心得/午夜福音E3/index.md,《午夜福音》E3,False,2022-08-05 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 午夜福音 | 正念的河流 | 電影,https://listenriver.com/blog/電影心得/午夜福音e3/,200,
content/blog/電影心得/午夜福音E4/index.md,《午夜福音》E4:聆聽是一種呼吸,False,2020-09-17,blog,電影心得,閱讀與筆記,電影心得 | 午夜福音 | 正念的河流 | 電影,https://listenriver.com/blog/電影心得/午夜福音e4/,200,
content/blog/電影心得/午夜福音E5/index.md,《午夜福音》E5,False,2022-10-05,blog,電影心得,閱讀與筆記,電影心得 | 午夜福音 | 電影,https://listenriver.com/blog/電影心得/午夜福音e5/,200,
content/blog/電影心得/午夜福音E6/index.md,《午夜福音》EP6,False,2022-11-24 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 午夜福音 | 電影,https://listenriver.com/blog/電影心得/午夜福音e6/,200,
content/blog/電影心得/嘻哈是化痛苦為力量反擊的語言/index.md,《Rhythm+Flow》：嘻哈是化痛苦為力量反擊的語言,False,2021-08-01 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 電影,https://listenriver.com/blog/電影心得/嘻哈是化痛苦為力量反擊的語言/,200,/blog/電影心得/rhythm-+-flow/
content/blog/電影心得/夏日大作戰/index.md,《夏日大作戰》｜電影心得,False,2026-04-18,blog,電影心得,閱讀與筆記,電影心得,https://listenriver.com/blog/電影心得/夏日大作戰/,200,
content/blog/電影心得/妄想代理人/index.md,《妄想代理人》：受苦與幻想相應而生,False,2021-01-13 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 電影,https://listenriver.com/blog/電影心得/妄想代理人/,200,
content/blog/電影心得/媽的多重宇宙01/index.md,《媽的多重宇宙 EEAAO》01,False,2022-05-19 11:07:49+08:00,blog,電影心得,閱讀與筆記,電影心得 | 媽的多重宇宙 | 電影,https://listenriver.com/blog/電影心得/媽的多重宇宙01/,200,/blog/電影心得/eeaao/
content/blog/電影心得/媽的多重宇宙02/index.md,《媽的多重宇宙》：無常的意義是無限可能；縱身躍下便是愛,False,2022-06-05 11:07:49+08:00,blog,電影心得,閱讀與筆記,電影心得 | 媽的多重宇宙 | 電影,https://listenriver.com/blog/電影心得/媽的多重宇宙02/,200,/blog/電影心得/eeaao2/
content/blog/電影心得/性愛自修室/index.md,《性愛自修室 Sex Education》,False,2021-09-27 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 電影,https://listenriver.com/blog/電影心得/性愛自修室/,200,
content/blog/電影心得/橫山家之味/index.md,《橫山家之味 Still Walking》,False,2021-07-28 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 是枝裕和 | 電影,https://listenriver.com/blog/電影心得/橫山家之味/,200,
content/blog/電影心得/母子情劫/index.md,《母子情劫》：愛媽媽難道是很糟糕的事嗎？,False,2021-07-08 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 電影,https://listenriver.com/blog/電影心得/母子情劫/,200,
content/blog/電影心得/比海還深/index.md,《比海還深》：失敗男性背後的溫柔,False,2021-08-19 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 是枝裕和 | 電影,https://listenriver.com/blog/電影心得/比海還深/,200,
content/blog/電影心得/河畔小日子/index.md,《河畔小日子》｜電影心得,False,2022-11-02 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 電影,https://listenriver.com/blog/電影心得/河畔小日子/,200,
content/blog/電影心得/流麻溝十五號/index.md,《流麻溝十五號》,False,2022-11-29 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 電影,https://listenriver.com/blog/電影心得/流麻溝十五號/,200,
content/blog/電影心得/無人知曉的夏日清晨/index.md,《無人知曉的夏日清晨 Nobody knows》,False,2021-07-29 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 是枝裕和 | 電影,https://listenriver.com/blog/電影心得/無人知曉的夏日清晨/,200,
content/blog/電影心得/無人能怪罪才是最痛苦的/index.md,《橫山家之味》:無人能怪罪才是最痛苦的,False,2021-09-19 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 是枝裕和 | 電影,https://listenriver.com/blog/電影心得/無人能怪罪才是最痛苦的/,200,
content/blog/電影心得/無恥之徒/index.md,美劇《無恥之徒 Shameless》心得：人人都是無恥之徒,False,2025-02-15,blog,電影心得,閱讀與筆記,電影心得 | 無恥之徒 | Shamless | 電影,https://listenriver.com/blog/電影心得/無恥之徒/,200,/blog/電影心得/美劇無恥之徒-shameless觀後感人人都是無恥之徒/
content/blog/電影心得/瑪莉娜的512小時/index.md,《瑪莉娜的512小時》,False,2022-04-26 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 正念的河流 | 電影,https://listenriver.com/blog/電影心得/瑪莉娜的512小時/,200,
content/blog/電影心得/神隱少女/index.md,《神隱少女》｜電影心得,False,2022-09-08 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 電影,https://listenriver.com/blog/電影心得/神隱少女/,200,
content/blog/電影心得/紐約大國民珍雅各/index.md,《紐約大國民：珍雅各》Citizen Jane: Battle for the City,False,2020-06-20,blog,電影心得,閱讀與筆記,電影心得 | 電影,https://listenriver.com/blog/電影心得/紐約大國民珍雅各/,200,
content/blog/電影心得/綠洲/index.md,《綠洲》電影心得,False,2026-05-17,blog,電影心得,閱讀與筆記,電影心得,https://listenriver.com/blog/電影心得/綠洲/,200,
content/blog/電影心得/艾格妮撿風景01/index.md,《艾格妮撿風景 The Gleaner and I》01,False,2019-07-29 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 艾格妮撿風景 | 電影,https://listenriver.com/blog/電影心得/艾格妮撿風景01/,200,/blog/電影心得/艾格妮撿風景/
content/blog/電影心得/艾格妮撿風景02/index.md,《艾格妮撿風景 The Gleaner and I》02,False,2021-10-22 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 艾格妮撿風景 | 電影,https://listenriver.com/blog/電影心得/艾格妮撿風景02/,200,/blog/電影心得/艾格妮撿風景-the-gleaner-and-i/
content/blog/電影心得/范保德/index.md,《范保德》：所有未來的故事都隱藏在過去,False,2021-02-01 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 電影,https://listenriver.com/blog/電影心得/范保德/,200,/blog/范保德所有未來的故事都隱藏在過去裡/ | /blog/電影心得/范保德所有未來的故事都隱藏在過去裡/
content/blog/電影心得/鄰家兄弟/index.md,《鄰家兄弟 Paddleton》電影心得,False,2022-07-31 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影心得 | 電影,https://listenriver.com/blog/電影心得/鄰家兄弟/,200,
content/blog/電影心得/阿鼻/index.md,《阿鼻》,False,2021-09-30 10:07:47+08:00,blog,電影心得,閱讀與筆記,電影,https://listenriver.com/blog/電影心得/阿鼻/,200,
content/blog/閱讀心得/修身與齊家/index.md,閱讀心得｜《修身與齊家》：誠者自成也,False,2022-09-30 11:07:48+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/修身與齊家/,200,/blog/閱讀心得/修身與齊家/
content/blog/閱讀心得/凝視太陽/index.md,閱讀心得｜《凝視太陽》：死亡恐懼的背後是勇氣,False,2020-10-29 10:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/凝視太陽/,200,/blog/閱讀心得/凝視太陽/
content/blog/閱讀心得/到達彼岸的智慧/index.md,閱讀心得｜一行禪師講《心經》：到達彼岸的智慧,False,2022-05-18 11:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得 | 一行禪師 | 正念的河流,https://listenriver.com/blog/閱讀心得/到達彼岸的智慧/,200,/blog/閱讀心得/心經/
content/blog/閱讀心得/割腕的誘惑/index.md,閱讀心得｜《割腕的誘惑：停止自我傷害》,False,2022-08-03 11:08:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/割腕的誘惑/,200,/blog/閱讀心得/割腕的誘惑停止自我傷害/ | /blog/閱讀心得/割腕的誘惑/
content/blog/閱讀心得/危殆生活/index.md,閱讀心得｜《危殆生活》：豐而危殆的連帶,False,2022-07-29 11:08:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/危殆生活/,200,/blog/閱讀心得/危殆生活/
content/blog/閱讀心得/圖騰與禁忌/index.md,閱讀心得｜《圖騰與禁忌》,False,2020-06-18 10:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/圖騰與禁忌/,200,/blog/閱讀心得/圖騰與禁忌/
content/blog/閱讀心得/失控的正向思考/index.md,閱讀心得｜《失控的正向思考》,False,2020-06-25 10:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/失控的正向思考/,200,/blog/閱讀心得/失控的正向思考/
content/blog/閱讀心得/家庭會傷人/index.md,閱讀心得｜《家庭會傷人》：自我哀悼與自我解殖,False,2020-04-19 10:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得 | 家族治療,https://listenriver.com/blog/閱讀心得/家庭會傷人/,200,/blog/閱讀心得/家庭會傷人自我哀悼與自我解殖/ | /blog/閱讀心得/家庭會傷人-自我哀悼與自我解殖/ | /blog/閱讀心得/家庭會傷人/
content/blog/閱讀心得/尋找復原力/index.md,閱讀心得｜《尋找復原力》：人有重新創造的能力,False,2022-01-19 10:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得 | 創傷知情,https://listenriver.com/blog/閱讀心得/尋找復原力/,200,/blog/閱讀心得/尋找復原力/
content/blog/閱讀心得/成為一個人/index.md,閱讀心得｜《成為一個人》：人生是不斷解殖自己、成為自己的過程,False,2021-06-30 10:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得 | 成為一個人,https://listenriver.com/blog/閱讀心得/成為一個人/,200,/blog/閱讀心得/成為一個人/ | /blog/成為一個人/閱讀心得成為一個人人生是不斷解殖自己成為自己的過程/
content/blog/閱讀心得/打從心底/index.md,閱讀心得｜《打從心底》,False,2022-03-14 11:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/打從心底/,200,/blog/閱讀心得/打從心底/
content/blog/閱讀心得/找回家庭的療癒力/index.md,閱讀心得｜《找回家庭的療癒力：多世代家族治療》,False,2020-12-29 10:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得 | 家族治療,https://listenriver.com/blog/閱讀心得/找回家庭的療癒力/,200,/blog/生活反思與心得/找回家庭的療癒力多世代家族治療/ | /blog/閱讀心得/找回家庭的療癒力-多世代家族治療/
content/blog/閱讀心得/擁抱陰影/index.md,閱讀心得｜《擁抱陰影》：從對立走向相對,False,2021-12-31 10:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/擁抱陰影/,200,/blog/閱讀心得/擁抱陰影/
content/blog/閱讀心得/正念生活的藝術/index.md,閱讀心得｜《正念生活的藝術》,False,2022-05-05 11:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得 | 一行禪師 | 正念的河流,https://listenriver.com/blog/閱讀心得/正念生活的藝術/,200,/blog/閱讀心得/正念生活的藝術/
content/blog/閱讀心得/水母與搖滾/index.md,閱讀心得｜《水母與搖滾—字花十年選詩歌卷》,False,2022-08-26 11:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/水母與搖滾/,200,/blog/閱讀心得/水母與搖滾/
content/blog/閱讀心得/沒用的東西/index.md,閱讀心得｜《沒用的東西》,False,2022-10-16 11:08:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/沒用的東西/,200,/blog/閱讀心得/沒用的東西/
content/blog/閱讀心得/為何建制民族誌如此強大/index.md,閱讀心得｜《為何建制民族誌如此強大》：從體制中解殖的方法,False,2021-09-16 10:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得 | 建制民族誌,https://listenriver.com/blog/閱讀心得/為何建制民族誌如此強大/,200,/blog/閱讀心得/建制民族誌/
content/blog/閱讀心得/無痛思維/index.md,閱讀心得｜《無痛思維》,False,2022-08-13 11:08:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得 | 聆聽疼痛,https://listenriver.com/blog/閱讀心得/無痛思維/,200,/blog/閱讀心得/無痛思維/
content/blog/閱讀心得/現象學十四講/index.md,閱讀心得｜《現象學十四講》,False,2022-02-08 10:08:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得 | 現象學,https://listenriver.com/blog/閱讀心得/現象學十四講/,200,/blog/閱讀心得/現象學十四講/
content/blog/閱讀心得/病從所願/index.md,閱讀心得｜《病從所願》,False,2023-01-29 11:08:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/病從所願/,200,/blog/閱讀心得/病從所願/
content/blog/閱讀心得/聆聽疼痛/index.md,閱讀心得｜《聆聽疼痛》,False,2023-02-17 11:08:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得 | 聆聽疼痛,https://listenriver.com/blog/閱讀心得/聆聽疼痛/,200,/blog/閱讀心得/聆聽疼痛/
content/blog/閱讀心得/英雄之旅/index.md,閱讀心得｜《英雄之旅》：個體化找回自己的碎片,False,2021-07-22 10:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/英雄之旅/,200,/blog/閱讀心得/英雄之旅/ | /blog/閱讀心得/閱讀心得英雄之旅個體化找回自己的碎片/
content/blog/閱讀心得/見佛殺佛/index.md,閱讀心得｜《見佛殺佛》,False,2022-05-19 11:07:48+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得 | 一行禪師 | 正念的河流,https://listenriver.com/blog/閱讀心得/見佛殺佛/,200,/blog/閱讀心得/見佛殺佛/
content/blog/閱讀心得/討厭的人都跌倒吧/index.md,閱讀心得｜《討厭的人都跌倒吧》,False,2021-08-01 11:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/討厭的人都跌倒吧/,200,/blog/閱讀心得/討厭的人都跌倒吧/
content/blog/閱讀心得/跟一棵樹聊天/index.md,閱讀心得｜《跟一棵樹聊天，聽他的人生哲學：溝通師的37堂植物療癒通心課》,False,2022-03-25 11:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/跟一棵樹聊天/,200,/blog/閱讀心得/跟一棵樹聊天/
content/blog/閱讀心得/追逐尖叫/index.md,閱讀心得｜《追逐尖叫》：如果有人愛你，你就有了機會,False,2020-04-03 10:07:47+08:00,blog,閱讀心得,閱讀與筆記,閱讀心得,https://listenriver.com/blog/閱讀心得/追逐尖叫/,200,/blog/閱讀心得/追逐尖叫/
content/blog/閱讀心得/障礙政治/index.md,閱讀心得｜《障礙政治》,False,2023-11-10,blog,閱讀心得,閱讀與筆記,閱讀心得 | 障礙政治,https://listenriver.com/blog/閱讀心得/障礙政治/,200,
content/blog/開放式對話/人們用行動在對話/index.md,行動科學到開放式對話：人們用行動在對話,False,2023-04-29 12:07:47+08:00,blog,開放式對話,助人工作,開放式對話,https://listenriver.com/blog/開放式對話/人們用行動在對話/,200,/blog/開放式對話/行動科學到開放式對話人們用行動在對話/
content/blog/開放式對話/內在透明化/index.md,促進對話的方法：內在透明化,False,2023-05-12 12:07:47+08:00,blog,開放式對話,助人工作,開放式對話,https://listenriver.com/blog/開放式對話/內在透明化/,200,/blog/開放式對話/促進對話的方法內在透明化/
content/blog/開放式對話/對話本身就是行動/index.md,對話本身就是行動,False,2023-06-23 12:07:47+08:00,blog,開放式對話,助人工作,開放式對話,https://listenriver.com/blog/開放式對話/對話本身就是行動/,200,
content/blog/開放式對話/肯認每一種聲音的存在/index.md,開放式對話：肯認每一種聲音的存在,False,2020-11-24 10:07:47+08:00,blog,開放式對話,助人工作,開放式對話 | 講座心得,https://listenriver.com/blog/開放式對話/肯認每一種聲音的存在/,200,/blog/工作坊心得/開放式對話肯認每一種聲音的存在/ | /blog/生活反思與心得/開放式對話肯認每一種聲音的存在/ | /blog/開放式對話/開放式對話肯認每一種聲音的存在/
content/blog/開放式對話/課後筆記01/index.md,開放式對話（Open Dialogue）課後筆記Part1,False,2020-08-21,blog,開放式對話,助人工作,講座筆記 | 開放式對話,https://listenriver.com/blog/開放式對話/課後筆記01/,200,/blog/開放式對話/開放式對話_課後筆記part1/
content/blog/開放式對話/課後筆記02/index.md,開放式對話（Open Dialogue）課後筆記Part2,False,2020-08-22,blog,開放式對話,助人工作,開放式對話 | 講座筆記,https://listenriver.com/blog/開放式對話/課後筆記02/,200,/blog/開放式對話/開放式對話_課後筆記part2/
content/blog/開放式對話/進階工作坊01/index.md,開放式對話進階工作坊Day1,False,2020-11-14,blog,開放式對話,助人工作,開放式對話 | 講座筆記,https://listenriver.com/blog/開放式對話/進階工作坊01/,200,/blog/開放式對話/開放式對話進階工作坊_day1/
content/blog/開放式對話/進階工作坊02/index.md,開放式對話進階工作坊Day 2,False,2020-11-15,blog,開放式對話,助人工作,開放式對話 | 講座筆記,https://listenriver.com/blog/開放式對話/進階工作坊02/,200,/blog/開放式對話/開放式對話進階工作坊_day2/
content/blog/講座筆記/建制民族誌逐字稿整理/index.md,講座筆記｜2021政大質性研究工作坊：建制民族誌（王增勇老師）逐字稿整理,False,2021-10-31 10:07:47+08:00,blog,講座筆記,閱讀與筆記,講座筆記 | 建制民族誌 | 講座,https://listenriver.com/blog/講座筆記/建制民族誌逐字稿整理/,200,/blog/工作坊筆記/建制民族誌/ | /blog/講座筆記/講座筆記2021政大質性研究工作坊建制民族誌王增勇老師逐字稿整理/
content/blog/講座筆記/待人一條相互映照之路/index.md,待人：一條相互映照之路,False,2018-12-20 10:07:47+08:00,blog,講座筆記,閱讀與筆記,講座筆記 | 講座,https://listenriver.com/blog/講座筆記/待人一條相互映照之路/,200,/blog/講座筆記/20181220待人一條相互映之路/
