source,title,draft,current_url,current_categories,tags,aliases,proposed_category,review_status,planned_url
content/blog/助人工作/握有權力時的焦慮/index.md,握有權力時的焦慮,False,/blog/助人工作/握有權力時的焦慮/,助人工作,助人工作,/blog/日常書寫/20210209握有權力時的焦慮/,助人工作,初步映射，未逐篇定案,/blog/助人工作/握有權力時的焦慮/
content/blog/助人工作/社會工作是陰性的存在/index.md,社會工作是陰性的存在,False,/blog/助人工作/社會工作是陰性的存在/,助人工作,助人工作,/blog/日常書寫/20220824社會工作是陰性的存在/,助人工作,初步映射，未逐篇定案,/blog/助人工作/社會工作是陰性的存在/
content/blog/助人工作/缺席者的發聲練習/index.md,貧窮人的台北：缺席者的發聲練習,False,/blog/助人工作/缺席者的發聲練習/,助人工作,助人工作,/blog/生活反思與心得/缺席者的發聲練習/ | /blog/日常書寫/20201120缺席者的發聲練習/,助人工作,初步映射，未逐篇定案,/blog/助人工作/缺席者的發聲練習/
content/blog/助人工作/親密關係暴力的矛盾與複雜困境/index.md,親密關係暴力的矛盾與複雜困境,False,/blog/助人工作/親密關係暴力的矛盾與複雜困境/,助人工作,助人工作 | 親密關係暴力,/blog/生活反思與心得/親密關係暴力的矛盾與複雜困境/ | /blog/凝視日常/親密關係暴力的矛盾與複雜困境/ | /blog/日常書寫/20210418親密關係暴力的矛盾與複雜困境/,助人工作,初步映射，未逐篇定案,/blog/助人工作/親密關係暴力的矛盾與複雜困境/
content/blog/助人工作/進階團體工作/index.md,進階團體工作,False,/blog/助人工作/進階團體工作/,助人工作,助人工作,/blog/日常書寫/20221028團體/,助人工作,初步映射，未逐篇定案,/blog/助人工作/進階團體工作/
content/blog/助人工作/過道、渡者、苦難工作者/index.md,過道、渡者、苦難工作者,False,/blog/助人工作/過道渡者苦難工作者/,助人工作,受苦的倒影 | 助人工作,/blog/受苦的倒影/過道渡者苦難工作者/,助人工作,初步映射，未逐篇定案,/blog/助人工作/過道渡者苦難工作者/
content/blog/助人工作/非正式的知識建構/index.md,社會工作觀察：匿名戒酒會，非正式的知識建構,False,/blog/助人工作/非正式的知識建構/,助人工作,助人工作,/blog/日常書寫/20220415非正式的知識建構/,助人工作,初步映射，未逐篇定案,/blog/助人工作/非正式的知識建構/
content/blog/成為自己/不為而成/index.md,《成為一個人》的再理解：不為而成,False,/blog/成為自己/不為而成/,成為自己,成為一個人 | 正念的河流,/blog/成為一個人/20210902成為一個人的再理解不為而成/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/不為而成/
content/blog/成為自己/人是有機的存在/index.md,人是有機的存在,False,/blog/成為自己/人是有機的存在/,成為自己,,/blog/自我成長/20221117人是有機的存在/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/人是有機的存在/
content/blog/成為自己/任性的人/index.md,任性的人：網路社群時代的個體化危機,False,/blog/成為自己/任性的人/,成為自己,,/blog/日常書寫/20210809任性的人/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/任性的人/
content/blog/成為自己/保持透明/index.md,保持透明,False,/blog/成為自己/保持透明/,成為自己,,/blog/日常書寫/20210810保持透明/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/保持透明/
content/blog/成為自己/傾聽自己是善待自己的方法/index.md,傾聽與凝視：傾聽自己是善待自己的方法,False,/blog/成為自己/傾聽自己是善待自己的方法/,成為自己,正念的河流 | 成為一個人,/blog/生活反思與心得/傾聽與凝視傾聽自己是善待自己的方法/ | /blog/凝視日常/傾聽與凝視傾聽自己是善待自己的方法/ | /blog/日常書寫/20200909傾聽與凝視傾聽自己是善待自己的方法/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/傾聽自己是善待自己的方法/
content/blog/成為自己/凝視與穿越/index.md,凝視與穿越：從正念、道家哲學到個體化,False,/blog/成為自己/凝視與穿越/,成為自己,正念的河流 | 成為一個人 | 凝視與穿越,/blog/成為一個人/20210828凝視與穿越從正念道家哲學到個體化/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/凝視與穿越/
content/blog/成為自己/反省個體化/index.md,反省個體化,False,/blog/成為自己/反省個體化/,成為自己,,/blog/成為一個人/20220501反省個體化/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/反省個體化/
content/blog/成為自己/嘔吐/index.md,嘔吐,False,/blog/成為自己/嘔吐/,成為自己,正念的河流 | 凝視與穿越,/blog/凝視日常/嘔吐/ | /blog/日常書寫/20221202嘔吐/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/嘔吐/
content/blog/成為自己/夕陽下的長影子/index.md,夕陽下的長影子：領域展開,False,/blog/成為自己/夕陽下的長影子/,成為自己,親密關係,/blog/日常書寫/20210905夕陽下的長影子/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/夕陽下的長影子/
content/blog/成為自己/情緒、鏡子視角、觀自在/index.md,情緒、鏡子視角、觀自在,False,/blog/成為自己/情緒鏡子視角觀自在/,成為自己,,/blog/自我成長/20250310情緒鏡子視角觀自在/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/情緒鏡子視角觀自在/
content/blog/成為自己/慢讀漫談/index.md,慢讀漫談Podcast：空間、關係與自我存在,False,/blog/成為自己/慢讀漫談/,成為自己,現象學 | 正念的河流 | 凝視與穿越,/blog/凝視日常/慢讀漫談/ | /blog/日常書寫/20211102慢讀漫談/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/慢讀漫談/
content/blog/成為自己/成為自己的過程/index.md,Becoming自己的過程：找回內在連結,False,/blog/成為自己/成為自己的過程/,成為自己,成為一個人,/blog/成為一個人/20210817becoming-自己的過程/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/成為自己的過程/
content/blog/成為自己/承接情緒的軟墊/index.md,承接情緒的軟墊,False,/blog/成為自己/承接情緒的軟墊/,成為自己,,/blog/日常書寫/20210817聆聽疼痛/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/承接情緒的軟墊/
content/blog/成為自己/最大的自由是承擔/index.md,最大的自由是承擔，最大的神蹟是人的超越性,False,/blog/成為自己/最大的自由是承擔/,成為自己,成為一個人,/blog/凝視日常/最大的自由是承擔/ | /blog/成為一個人/20220915最大的自由是承擔/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/最大的自由是承擔/
content/blog/成為自己/正念的意義就在手中/index.md,正念的意義就在手中,False,/blog/成為自己/正念的意義就在手中/,成為自己,正念的河流,,身體與自己,初步映射，未逐篇定案,/blog/成為自己/正念的意義就在手中/
content/blog/成為自己/為什麼活著如此累人/index.md,為什麼活著如此累人？因為生命的意義被形塑成要做很多事情,False,/blog/成為自己/為什麼活著如此累人/,成為自己,成為一個人,/blog/成為一個人/20210913為什麼活著如此累人/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/為什麼活著如此累人/
content/blog/成為自己/無條件的愛讓小孩茁壯/index.md,無條件的愛讓小孩茁壯,False,/blog/成為自己/無條件的愛讓小孩茁壯/,成為自己,,/blog/自我成長/20221202無條件的愛讓小孩茁壯/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/無條件的愛讓小孩茁壯/
content/blog/成為自己/痛苦的快樂/index.md,痛苦的快樂：為何不願善待自己,False,/blog/成為自己/痛苦的快樂/,成為自己,,/blog/日常書寫/20210304痛苦的快樂/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/痛苦的快樂/
content/blog/成為自己/看見本質的眼睛/index.md,20210830看見本質的眼睛,False,/blog/成為自己/看見本質的眼睛/,成為自己,凝視與穿越 | 成為一個人 | 正念的河流,/blog/成為一個人/20210830看見本質的眼睛/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/看見本質的眼睛/
content/blog/成為自己/真實做自己的自由/index.md,真實做自己的自由：在凝視中看見的仍是自己,False,/blog/成為自己/真實做自己的自由/,成為自己,親密關係 | 成為一個人,,身體與自己,初步映射，未逐篇定案,/blog/成為自己/真實做自己的自由/
content/blog/成為自己/穿越是一座無止盡的橋/index.md,穿越是一座無止盡的橋,False,/blog/成為自己/穿越是一座無止盡的橋/,成為自己,凝視與穿越 | 正念的河流,/blog/成為一個人/20210910穿越是一座無止盡的橋1/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/穿越是一座無止盡的橋/
content/blog/成為自己/自己其實是幸福的/index.md,自己其實是幸福的,False,/blog/成為自己/自己其實是幸福的/,成為自己,,/blog/日常書寫/20221216自己其實是幸福的/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/自己其實是幸福的/
content/blog/成為自己/踏實感/index.md,《成為一個人》後記：踏實感,False,/blog/成為自己/踏實感/,成為自己,成為一個人 | 正念的河流,/blog/凝視日常/成為一個人後記/ | /blog/日常書寫/20210702成為一個人後記踏實感/ | /blog/日常生活凝視/成為一個人後記/ | /blog/成為一個人/20210702成為一個人後記踏實感/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/踏實感/
content/blog/成為自己/選擇與自由/index.md,選擇與自由：接納代價是負責的表現,False,/blog/成為自己/選擇與自由/,成為自己,成為一個人,/blog/自我成長/20210914選擇與自由/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/選擇與自由/
content/blog/成為自己/鄰坐又對坐的關係/index.md,莫比烏斯環：鄰坐又對坐的關係,False,/blog/成為自己/鄰坐又對坐的關係/,成為自己,親密關係,/blog/自我成長/20231030莫比烏斯環鄰坐又對坐的關係/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/鄰坐又對坐的關係/
content/blog/成為自己/難過到感受不到自己的存在/index.md,難過到感受不到自己的存在,False,/blog/成為自己/難過到感受不到自己的存在/,成為自己,,/blog/日常書寫/20221211難過到感受不到自己的存在/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/難過到感受不到自己的存在/
content/blog/成為自己/魚、深淵、寓居於世/index.md,魚、深淵、寓居於世,False,/blog/成為自己/魚深淵寓居於世/,成為自己,,/blog/日常書寫/20220928魚深淵寓居於世/,身體與自己,初步映射，未逐篇定案,/blog/成為自己/魚深淵寓居於世/
content/blog/日常書寫/clubhouse的密室/index.md,Clubhouse的密室：不可言說的那件事,False,/blog/日常書寫/clubhouse的密室/,日常書寫,,/blog/日常書寫/20210211clubhouse的密室/,生活與實作,初步映射，未逐篇定案,/blog/日常書寫/clubhouse的密室/
content/blog/日常書寫/clubhouse的療癒空間/index.md,Clubhouse的療癒空間：從獨白轉為對話，在對話中產生共鳴,False,/blog/日常書寫/clubhouse的療癒空間/,日常書寫,,/blog/日常書寫/20210210clubhouse的療癒空間/,生活與實作,初步映射，未逐篇定案,/blog/日常書寫/clubhouse的療癒空間/
content/blog/日常書寫/一種抵達經驗的方式/index.md,一種抵達經驗的方式,False,/blog/日常書寫/一種抵達經驗的方式/,日常書寫,講座心得 | 現象學,/blog/日常書寫/20220806一種抵達經驗的方式/,生活與實作,初步映射，未逐篇定案,/blog/日常書寫/一種抵達經驗的方式/
content/blog/日常書寫/人間出口：性和慾望的詮釋/index.md,人間出口：性和慾望的詮釋,False,/blog/日常書寫/人間出口性和慾望的詮釋/,日常書寫,人間出口,/blog/凝視日常/人間出口性和慾望的詮釋/ | /blog/生活反思與心得/人間出口性和慾望的詮釋/ | /blog/日常書寫/20200728人間出口：性和慾望的詮釋/,生活與實作,初步映射，未逐篇定案,/blog/日常書寫/人間出口性和慾望的詮釋/
content/blog/日常書寫/來自異次元的騷擾：腦控受害者/index.md,來自異次元的騷擾：腦控受害者,False,/blog/日常書寫/來自異次元的騷擾腦控受害者/,日常書寫,,/blog/日常書寫/20200617來自異次元的騷擾-腦控受害者/ | /blog/凝視日常/來自異次元的騷擾-腦控受害者/ | /blog/日常書寫/20200617來自異次元的騷擾腦控受害者/,生活與實作,初步映射，未逐篇定案,/blog/日常書寫/來自異次元的騷擾腦控受害者/
content/blog/日常書寫/如何理解時間的存在/index.md,如何理解時間的存在？,False,/blog/日常書寫/如何理解時間的存在/,日常書寫,時間,/blog/日常書寫/20200702如何理解時間的存在/,生活與實作,初步映射，未逐篇定案,/blog/日常書寫/如何理解時間的存在/
content/blog/日常書寫/如何看待暴力/index.md,如何看待暴力？,False,/blog/日常書寫/如何看待暴力/,日常書寫,電影心得,/blog/日常書寫/20211021如何看待暴力/,生活與實作,初步映射，未逐篇定案,/blog/日常書寫/如何看待暴力/
content/blog/日常書寫/掘光而行/index.md,洪瑞麟：掘光而行,False,/blog/日常書寫/掘光而行/,日常書寫,,/blog/日常書寫/20220807掘光而行/,生活與實作,初步映射，未逐篇定案,/blog/日常書寫/掘光而行/
content/blog/日常書寫/整理書櫃有感/index.md,整理書櫃有感,False,/blog/日常書寫/整理書櫃有感/,日常書寫,,/blog/日常書寫/20260308整理書櫃有感/,生活與實作,初步映射，未逐篇定案,/blog/日常書寫/整理書櫃有感/
content/blog/日常書寫/網頁架設學習歷程/index.md,網頁架設學習歷程,False,/blog/日常書寫/網頁架設學習歷程/,日常書寫,,/blog/日常書寫/20260223網頁架設學習歷程/,生活與實作,初步映射，未逐篇定案,/blog/日常書寫/網頁架設學習歷程/
content/blog/日常書寫/美好的事物終將灰飛煙滅/index.md,美好的事物終將灰飛煙滅,False,/blog/日常書寫/美好的事物終將灰飛煙滅/,日常書寫,,/blog/日常書寫/20210415美好的事物終將灰飛煙滅/,生活與實作,初步映射，未逐篇定案,/blog/日常書寫/美好的事物終將灰飛煙滅/
content/blog/日常書寫/蜷縮、停滯、暗之惡魔/index.md,蜷縮、停滯、暗之惡魔,False,/blog/日常書寫/蜷縮停滯暗之惡魔/,日常書寫,,/blog/日常書寫/20240830蜷縮停滯暗之惡魔/,生活與實作,初步映射，未逐篇定案,/blog/日常書寫/蜷縮停滯暗之惡魔/
content/blog/日常書寫/關於語言的反思/index.md,關於語言的反思,False,/blog/日常書寫/關於語言的反思/,日常書寫,,/blog/日常書寫/20200805反思關於語言/,生活與實作,初步映射，未逐篇定案,/blog/日常書寫/關於語言的反思/
content/blog/書摘/人行道/index.md,書摘｜《人行道》,False,/blog/書摘/人行道/,閱讀與筆記,書摘,/blog/閱讀書摘/人行道/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/人行道/
content/blog/書摘/修身與齊家/index.md,書摘｜《修身與齊家》,False,/blog/書摘/修身與齊家/,閱讀與筆記,書摘,/blog/閱讀書摘/修身與齊家/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/修身與齊家/
content/blog/書摘/凝視太陽/index.md,書摘｜《凝視太陽》,False,/blog/書摘/凝視太陽/,閱讀與筆記,書摘,/blog/閱讀書摘/凝視太陽/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/凝視太陽/
content/blog/書摘/到達彼岸的智慧/index.md,書摘｜一行禪師講《心經》：到達彼岸的智慧,False,/blog/書摘/到達彼岸的智慧/,閱讀與筆記,書摘 | 一行禪師 | 正念的河流,/blog/閱讀書摘/心經/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/到達彼岸的智慧/
content/blog/書摘/割腕的誘惑/index.md,書摘｜《割腕的誘惑：停止自我傷害》,False,/blog/書摘/割腕的誘惑/,閱讀與筆記,書摘,/blog/閱讀書摘/割腕的誘惑/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/割腕的誘惑/
content/blog/書摘/危殆生活/index.md,書摘｜《危殆生活》,False,/blog/書摘/危殆生活/,閱讀與筆記,書摘,/blog/閱讀書摘/危殆生活/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/危殆生活/
content/blog/書摘/如何謀殺一座城市/index.md,書摘｜《如何謀殺一座城市》,False,/blog/書摘/如何謀殺一座城市/,閱讀與筆記,書摘,/blog/閱讀書摘/如何謀殺一座城市/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/如何謀殺一座城市/
content/blog/書摘/學習家族治療/index.md,書摘｜《學習家族治療》,False,/blog/書摘/學習家族治療/,閱讀與筆記,書摘 | 家族治療,/blog/閱讀書摘/學習家族治療/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/學習家族治療/
content/blog/書摘/家庭會傷人/index.md,書摘｜《家庭會傷人》,False,/blog/書摘/家庭會傷人/,閱讀與筆記,書摘 | 家族治療 | 家庭會傷人,/blog/閱讀書摘/家庭會傷人/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/家庭會傷人/
content/blog/書摘/尋找復原力/index.md,書摘｜《尋找復原力》,False,/blog/書摘/尋找復原力/,閱讀與筆記,書摘 | 創傷知情,/blog/閱讀書摘/尋找復原力/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/尋找復原力/
content/blog/書摘/成為一個人/index.md,書摘｜《成為一個人》,False,/blog/書摘/成為一個人/,閱讀與筆記,書摘 | 成為一個人,/blog/閱讀書摘/成為一個人/ | /blog/成為一個人/書摘成為一個人/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/成為一個人/
content/blog/書摘/找回家庭的療癒力/index.md,書摘｜《找回家庭的療癒力：多世代家族治療》,False,/blog/書摘/找回家庭的療癒力/,閱讀與筆記,書摘 | 家族治療,/blog/閱讀書摘/找回家庭的療癒力多世代家族治療/ | /blog/閱讀書摘/找回家庭的療癒力-多世代家族治療/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/找回家庭的療癒力/
content/blog/書摘/擁抱陰影/index.md,書摘｜《擁抱陰影》,False,/blog/書摘/擁抱陰影/,閱讀與筆記,書摘,/blog/閱讀書摘/擁抱陰影/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/擁抱陰影/
content/blog/書摘/敘事治療工作地圖/index.md,書摘｜《敘事治療工作地圖》,False,/blog/書摘/敘事治療工作地圖/,閱讀與筆記,書摘 | 家族治療,/blog/閱讀書摘/敘事治療工作地圖/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/敘事治療工作地圖/
content/blog/書摘/旁觀他人之痛苦/index.md,書摘｜《旁觀他人之痛苦》,False,/blog/書摘/旁觀他人之痛苦/,閱讀與筆記,書摘,/blog/閱讀書摘/旁觀他人之痛苦/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/旁觀他人之痛苦/
content/blog/書摘/正念生活的藝術/index.md,書摘｜《正念生活的藝術》,False,/blog/書摘/正念生活的藝術/,閱讀與筆記,書摘 | 一行禪師 | 正念的河流,/blog/閱讀書摘/正念生活的藝術/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/正念生活的藝術/
content/blog/書摘/流浪者之歌/index.md,書摘｜《流浪者之歌》,False,/blog/書摘/流浪者之歌/,閱讀與筆記,書摘,/blog/閱讀書摘/流浪者之歌/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/流浪者之歌/
content/blog/書摘/為何建制民族誌如此強大/index.md,書摘｜《為何建制民族誌如此強大？解碼日常生活的權力遊戲》,False,/blog/書摘/為何建制民族誌如此強大/,閱讀與筆記,書摘 | 建制民族誌,/blog/閱讀書摘/建制民族誌/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/為何建制民族誌如此強大/
content/blog/書摘/無痛思維/index.md,書摘｜《無痛思維》,False,/blog/書摘/無痛思維/,閱讀與筆記,書摘 | 聆聽疼痛,/blog/閱讀書摘/無痛思維/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/無痛思維/
content/blog/書摘/現象學十四講/index.md,書摘｜《現象學十四講》,False,/blog/書摘/現象學十四講/,閱讀與筆記,書摘 | 現象學,/blog/閱讀書摘/現象學十四講/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/現象學十四講/
content/blog/書摘/疾病的隱喻/index.md,書摘｜《疾病的隱喻》,False,/blog/書摘/疾病的隱喻/,閱讀與筆記,書摘,/blog/閱讀書摘/疾病的隱喻/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/疾病的隱喻/
content/blog/書摘/病從所願/index.md,書摘｜《病從所願》,False,/blog/書摘/病從所願/,閱讀與筆記,書摘,/blog/閱讀書摘/病從所願/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/病從所願/
content/blog/書摘/聆聽疼痛/index.md,書摘｜《聆聽疼痛》,False,/blog/書摘/聆聽疼痛/,閱讀與筆記,書摘 | 聆聽疼痛,/blog/閱讀書摘/聆聽疼痛/ | /blog/閱讀書摘/聆聽疼痛2/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/聆聽疼痛/
content/blog/書摘/英雄之旅/index.md,書摘｜《英雄之旅》,False,/blog/書摘/英雄之旅/,閱讀與筆記,書摘 | 正念的河流,/blog/閱讀書摘/英雄之旅/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/英雄之旅/
content/blog/書摘/見佛殺佛/index.md,書摘｜《見佛殺佛》,False,/blog/書摘/見佛殺佛/,閱讀與筆記,書摘 | 一行禪師 | 正念的河流,,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/見佛殺佛/
content/blog/書摘/開放對話期待對話/index.md,書摘｜《開放對話・期待對話：尊重他者當下的他異性》,False,/blog/書摘/開放對話期待對話/,閱讀與筆記,書摘 | 開放式對話,/blog/閱讀書摘/開放對話-期待對話/ | /blog/閱讀書摘/開放對話期待對話/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/開放對話期待對話/
content/blog/書摘/關係的評估與修復/index.md,書摘｜《關係的評估與修復》,False,/blog/書摘/關係的評估與修復/,閱讀與筆記,書摘 | 家族治療,/blog/閱讀書摘/關係的評估與修復/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/關係的評估與修復/
content/blog/書摘/障礙政治/index.md,書摘｜《障礙政治》,False,/blog/書摘/障礙政治/,閱讀與筆記,書摘 | 障礙政治,/blog/閱讀書摘/障礙政治/,閱讀與觀看,初步映射，未逐篇定案,/blog/書摘/障礙政治/
content/blog/疼痛書寫/疼痛、憂鬱、失聲/index.md,疼痛、憂鬱、失聲,False,/blog/疼痛書寫/疼痛憂鬱失聲/,病痛經驗,蟹足腫病痛 | 詩的語言,,身體與自己,初步映射，未逐篇定案,/blog/疼痛書寫/疼痛憂鬱失聲/
content/blog/疼痛書寫/疼痛意識流/index.md,〈疼痛意識流〉,False,/blog/疼痛書寫/疼痛意識流/,病痛經驗,蟹足腫病痛 | 詩的語言,,身體與自己,初步映射，未逐篇定案,/blog/疼痛書寫/疼痛意識流/
content/blog/疼痛書寫/疼痛日記/index.md,疼痛日記,False,/blog/疼痛書寫/疼痛日記/,病痛經驗,蟹足腫病痛 | 病痛經驗,,身體與自己,初步映射，未逐篇定案,/blog/疼痛書寫/疼痛日記/
content/blog/疼痛書寫/疼痛是比較級的/index.md,〈疼痛是比較級的〉,False,/blog/疼痛書寫/疼痛是比較級的/,病痛經驗,蟹足腫病痛 | 詩的語言,,身體與自己,初步映射，未逐篇定案,/blog/疼痛書寫/疼痛是比較級的/
content/blog/疼痛書寫/疼痛是鬼/index.md,〈疼痛是鬼〉,False,/blog/疼痛書寫/疼痛是鬼/,病痛經驗,蟹足腫病痛 | 詩的語言,,身體與自己,初步映射，未逐篇定案,/blog/疼痛書寫/疼痛是鬼/
content/blog/疼痛書寫/髒血/index.md,〈髒血〉,False,/blog/疼痛書寫/髒血/,病痛經驗,蟹足腫病痛 | 詩的語言,,身體與自己,初步映射，未逐篇定案,/blog/疼痛書寫/髒血/
content/blog/病痛經驗/01論疾病/index.md,論疾病,False,/blog/病痛經驗/01論疾病/,病痛經驗,病痛經驗,/blog/日常書寫/20191231論疾病/,身體與自己,初步映射，未逐篇定案,/blog/病痛經驗/01論疾病/
content/blog/病痛經驗/住院記：擁抱陰影/index.md,住院記：擁抱陰影,False,/blog/病痛經驗/住院記擁抱陰影/,病痛經驗,蟹足腫病痛,,身體與自己,初步映射，未逐篇定案,/blog/病痛經驗/住院記擁抱陰影/
content/blog/病痛經驗/定期回診/index.md,定期回診,False,/blog/病痛經驗/定期回診/,病痛經驗,病痛經驗,/blog/日常書寫/20260320定期回診/,身體與自己,初步映射，未逐篇定案,/blog/病痛經驗/定期回診/
content/blog/病痛經驗/標本：凝視與被凝視/index.md,標本：凝視與被凝視,False,/blog/病痛經驗/標本凝視與被凝視/,病痛經驗,蟹足腫病痛,,身體與自己,初步映射，未逐篇定案,/blog/病痛經驗/標本凝視與被凝視/
content/blog/病痛經驗/疼痛的意義是襯托生命/index.md,疼痛的意義是襯托生命,False,/blog/病痛經驗/疼痛的意義是襯托生命/,病痛經驗,病痛經驗,/blog/日常書寫/20200904疼痛的意義襯托生命/,身體與自己,初步映射，未逐篇定案,/blog/病痛經驗/疼痛的意義是襯托生命/
content/blog/病痛經驗/第三次住院：在張力之中呼吸/index.md,第三次住院：在張力之中呼吸,False,/blog/病痛經驗/第三次住院在張力之中呼吸/,病痛經驗,蟹足腫病痛,,身體與自己,初步映射，未逐篇定案,/blog/病痛經驗/第三次住院在張力之中呼吸/
